age,income,transaction_amount,credit_score,account_balance,years_customer,education,employment_status,region,account_type,target
28.0,36818.0,1167.91,744.0,31251.98,4.0,High School,,North,VIP,0
50.0,,58.22,722.0,55660.27,1.0,Master,,North,Standard,1
71.0,,925.98,716.0,59187.39,8.0,High School,Retired,East,Premium,1
24.0,26794.0,46.36,671.0,5678.58,10.0,High School,Student,Central,Standard,0
34.0,,12.71,672.0,7265.69,5.0,PhD,,West,Premium,1
43.0,14277.0,133.98,504.0,32580.66,6.0,Master,Retired,North,Basic,1
51.0,42551.0,202.52,788.0,74442.4,4.0,,Self-Employed,North,Basic,0
31.0,53288.0,492.46,602.0,28553.37,3.0,High School,Retired,South,Premium,0
18.0,,70.62,720.0,87412.52,4.0,High School,,Central,Standard,0
60.0,67707.0,287.53,631.0,64499.06,8.0,Bachelor,Employed,North,VIP,1
51.0,52696.0,114.24,850.0,46813.8,6.0,Bachelor,Employed,Central,Standard,1
18.0,37593.0,966.56,,54055.87,3.0,,Employed,South,Basic,0
30.0,17642.0,23.0,839.0,33142.9,3.0,Bachelor,Retired,South,Premium,1
63.0,24698.0,219.98,639.0,97391.57,11.0,Bachelor,Employed,North,Standard,0
61.0,10000.0,498.99,,17595.6,3.0,Master,Employed,Central,Basic,1
54.0,43854.0,1221.43,651.0,86039.68,2.0,Master,,West,Premium,0
37.0,37088.0,1012.45,776.0,67815.07,5.0,High School,,South,Standard,0
41.0,,1127.81,,71156.16,4.0,Bachelor,Employed,West,Premium,1
38.0,54363.0,32.46,675.0,83581.08,5.0,Other,,North,Basic,0
56.0,49447.0,919.18,658.0,13622.32,6.0,Master,Employed,West,Basic,1
26.0,33246.0,756.87,,69516.08,5.0,Bachelor,Employed,East,Premium,0
,,1163.6,,77627.02,5.0,Bachelor,,North,Standard,0
55.0,11808.0,186.68,,98461.37,6.0,Master,,Central,Premium,0
39.0,,1213.88,686.0,74755.9,0.0,Bachelor,,North,Premium,1
60.0,37811.0,257.62,820.0,95175.32,3.0,Master,Employed,North,Standard,1
29.0,20157.0,502.7,617.0,84973.36,9.0,Master,,North,Standard,0
39.0,72266.0,,711.0,87568.13,7.0,High School,Employed,North,Premium,1
26.0,21441.0,279.0,531.0,91692.09,7.0,High School,,Central,Standard,0
40.0,43176.0,395.53,605.0,53115.9,3.0,Bachelor,,Central,Standard,0
18.0,39864.0,219.97,653.0,71101.99,5.0,Master,Employed,West,Basic,0
32.0,65974.0,786.88,647.0,12395.9,6.0,Master,,Central,Basic,0
18.0,74655.0,502.07,,35644.82,5.0,Bachelor,,North,Standard,1
50.0,63273.0,585.2,504.0,87940.45,5.0,Bachelor,,West,Basic,1
50.0,,18844.4,,97768.17,7.0,Master,,West,Standard,1
18.0,94402.0,1746.25,599.0,11166.95,6.0,Master,Retired,West,Premium,1
60.0,123234.0,9996.27,,58612.88,6.0,Bachelor,Employed,West,Basic,0
77.0,24693.0,109.82,591.0,73459.8,1.0,High School,Student,West,Premium,0
40.0,,694.13,,51607.96,1.0,Bachelor,Employed,Central,Premium,0
30.0,17806.0,,661.0,23296.2,2.0,,Student,South,Basic,0
80.0,10000.0,32.74,634.0,4171.9,0.0,High School,,North,Standard,0
20.0,20111.0,374.92,541.0,95149.74,5.0,Master,Unemployed,West,Premium,0
40.0,23573.0,403.18,628.0,23682.94,3.0,Bachelor,Employed,South,Standard,0
42.0,27340.0,104.72,740.0,29910.54,4.0,Bachelor,Self-Employed,West,VIP,1
60.0,16862.0,214.15,518.0,64278.52,3.0,Bachelor,Self-Employed,North,Premium,1
45.0,20196.0,1457.25,592.0,42862.91,6.0,Master,Employed,West,Standard,0
32.0,35997.0,,558.0,42346.84,6.0,Bachelor,,North,Premium,0
25.0,,84.55,561.0,,3.0,Bachelor,,,VIP,0
34.0,56095.0,2450.57,630.0,99187.71,5.0,High School,,Central,VIP,0
24.0,62650.0,179.99,598.0,28440.34,5.0,Bachelor,,North,Basic,0
40.0,243850.0,570.11,581.0,11001.88,7.0,Master,,North,VIP,1
31.0,89370.0,131.7,651.0,68157.05,3.0,,Employed,West,Standard,1
18.0,44111.0,399.39,524.0,75220.61,3.0,,,Central,Basic,0
58.0,22110.0,244.11,809.0,2535.5,4.0,High School,Employed,North,Premium,0
32.0,45935.0,1629.58,604.0,26924.79,7.0,High School,,East,VIP,0
20.0,47158.0,283.53,619.0,19436.58,5.0,High School,Self-Employed,North,Basic,0
37.0,24085.0,438.74,622.0,78875.47,7.0,Master,Employed,West,Basic,0
41.0,67981.0,1448.09,572.0,18375.35,1.0,Bachelor,Employed,East,Basic,0
18.0,11867.0,,750.0,23523.12,6.0,High School,,Central,Basic,1
44.0,29866.0,53.6,670.0,98683.33,7.0,,Employed,East,Basic,1
24.0,56652.0,898.85,449.0,70211.1,6.0,Bachelor,Unemployed,West,Standard,1
65.0,28851.0,240.73,550.0,38765.96,4.0,,Self-Employed,South,Basic,0
,30779.0,451.72,598.0,75385.91,6.0,Bachelor,,South,Basic,0
34.0,32525.0,235.04,700.0,46647.42,10.0,High School,Employed,West,VIP,0
28.0,,256.34,745.0,21266.73,3.0,Bachelor,,East,Standard,1
38.0,,86.5,639.0,48797.26,4.0,Other,Student,West,Basic,0
49.0,16083.0,425.21,777.0,77202.44,2.0,Bachelor,Employed,Central,VIP,0
39.0,46841.0,395.62,711.0,17833.74,9.0,Bachelor,Employed,Central,Basic,0
36.0,50560.0,104.96,,48553.23,4.0,High School,Retired,Central,Basic,0
40.0,17002.0,390.15,605.0,11932.11,3.0,Bachelor,Employed,North,Standard,0
30.0,38502.0,1807.85,617.0,,9.0,Bachelor,,North,VIP,0
34.0,17540.0,626.6,667.0,81880.54,2.0,Master,,West,VIP,0
18.0,110506.0,327.91,590.0,67345.58,3.0,Other,Employed,South,Standard,0
54.0,14602.0,1238.97,712.0,92002.24,8.0,Bachelor,,West,Standard,0
44.0,21523.0,428.2,551.0,39994.98,6.0,Master,Unemployed,West,Premium,1
28.0,13638.0,72.54,531.0,13197.68,6.0,Bachelor,Retired,Central,Standard,0
68.0,12256.0,396.49,645.0,97563.23,8.0,Master,Employed,South,Premium,0
41.0,129699.0,99.82,768.0,51307.55,3.0,Master,Employed,Central,Standard,0
24.0,56062.0,729.44,689.0,47551.51,5.0,High School,,South,Standard,1
52.0,40628.0,1708.27,715.0,6372.36,4.0,Bachelor,Student,Central,Standard,0
45.0,21477.0,223.78,783.0,57037.68,4.0,Bachelor,Employed,South,Basic,0
45.0,75063.0,285.39,684.0,,6.0,High School,Retired,Central,Standard,0
33.0,18781.0,273.66,622.0,47318.81,5.0,Bachelor,Employed,South,Standard,0
46.0,68522.0,167.95,766.0,91040.89,10.0,High School,Employed,South,Standard,0
36.0,18069.0,790.38,727.0,74237.74,6.0,,,West,Basic,0
48.0,21685.0,480.81,591.0,3862.08,2.0,High School,Retired,East,Premium,1
18.0,66611.0,33.1,582.0,54256.94,7.0,High School,Self-Employed,Central,Standard,1
33.0,72479.0,912.57,645.0,99367.32,6.0,Master,Unemployed,North,Premium,1
65.0,,103.57,721.0,19974.77,6.0,High School,,Central,Standard,1
28.0,,1935.23,572.0,61717.48,6.0,,,Central,Standard,0
30.0,25402.0,236.33,,27349.51,7.0,Master,Self-Employed,East,Premium,0
33.0,41172.0,479.14,722.0,37148.34,1.0,Master,,,Standard,0
21.0,,40.51,630.0,3363.45,5.0,High School,,East,VIP,0
18.0,108746.0,211.3,672.0,68791.71,3.0,Bachelor,,North,Basic,0
36.0,10000.0,810.64,689.0,76572.52,3.0,,,East,VIP,0
42.0,19477.0,324.29,710.0,77291.67,6.0,Bachelor,Unemployed,North,VIP,1
39.0,24157.0,1174.86,656.0,97054.27,8.0,Master,Employed,South,Premium,0
37.0,10000.0,428.0,640.0,83787.77,4.0,High School,,South,Standard,0
40.0,11884.0,1319.53,731.0,20760.6,8.0,,,Central,Basic,1
55.0,,2025.93,444.0,23055.65,6.0,Bachelor,Employed,Central,Basic,0
37.0,37206.0,302.47,718.0,76798.99,4.0,Bachelor,Employed,West,Premium,0
31.0,127836.0,416.38,696.0,77690.64,4.0,Bachelor,Employed,Central,VIP,0
35.0,125014.0,900.66,771.0,12304.22,9.0,High School,Retired,,Premium,0
48.0,51350.0,125.21,,663.23,7.0,Bachelor,,East,Basic,0
61.0,46657.0,988.91,567.0,40138.04,8.0,Master,Unemployed,East,VIP,0
,,448.15,658.0,69467.39,5.0,Other,Employed,South,Basic,0
41.0,10000.0,646.4,571.0,86666.44,2.0,Master,Retired,South,Premium,0
45.0,11900.0,41.61,741.0,16533.01,6.0,PhD,Retired,Central,Basic,0
25.0,39361.0,726.62,453.0,81529.11,5.0,Bachelor,,South,Basic,0
40.0,59445.0,186.1,521.0,68445.44,4.0,Bachelor,Employed,North,Standard,1
18.0,45786.0,817.97,553.0,16595.53,7.0,High School,,South,Basic,0
18.0,17783.0,355.81,519.0,87328.29,7.0,Bachelor,Unemployed,,Standard,0
45.0,76874.0,160.53,623.0,93298.86,5.0,Bachelor,,South,Standard,0
34.0,118890.0,1526.25,616.0,26580.68,3.0,High School,,East,Standard,1
43.0,76910.0,7272.05,,14869.12,3.0,Bachelor,,West,VIP,0
39.0,80151.0,2123.26,497.0,96762.62,,High School,,North,Basic,1
25.0,23216.0,226.65,607.0,2288.44,10.0,Master,Retired,West,Basic,0
39.0,85883.0,523.8,670.0,94839.96,2.0,Master,Employed,West,Basic,0
21.0,40806.0,472.85,575.0,21622.48,3.0,Master,Student,West,Basic,0
,54679.0,581.67,517.0,43813.03,4.0,Bachelor,Employed,East,Basic,0
19.0,48647.0,19.53,,30835.18,3.0,Master,Employed,South,Premium,1
37.0,32952.0,172.46,695.0,15370.81,3.0,Master,Employed,West,Basic,0
24.0,18251.0,1200.31,480.0,35247.7,1.0,Bachelor,Employed,West,Premium,0
48.0,34005.0,275.67,615.0,53924.78,3.0,PhD,,North,Standard,0
35.0,79970.0,1617.55,,9382.68,4.0,Bachelor,Self-Employed,,Standard,0
32.0,25509.0,120.08,795.0,80917.74,5.0,,Unemployed,South,Standard,0
52.0,74211.0,2980.75,498.0,80038.15,5.0,Bachelor,Employed,West,Basic,0
40.0,65490.0,597.97,,79748.17,3.0,Master,Employed,West,Basic,1
47.0,28591.0,748.93,710.0,68644.88,5.0,High School,,South,Standard,0
25.0,,,640.0,45526.24,6.0,Bachelor,,North,Standard,0
18.0,27325.0,1187.62,735.0,83372.42,6.0,Master,,West,Basic,0
41.0,121496.0,394.24,,85184.9,4.0,High School,,West,VIP,0
35.0,51395.0,571.19,546.0,28545.7,10.0,Bachelor,,South,Basic,0
49.0,35857.0,49.8,624.0,48095.03,7.0,PhD,Employed,Central,Basic,1
38.0,17850.0,499.4,689.0,20296.29,5.0,Other,,Central,Standard,0
43.0,33839.0,1056.31,,25579.04,6.0,Bachelor,Employed,Central,Basic,0
18.0,30853.0,98.18,698.0,23895.37,3.0,Bachelor,,Central,VIP,0
68.0,13271.0,669.18,623.0,82694.72,2.0,Bachelor,Employed,North,Premium,0
37.0,30512.0,12.86,,25081.55,4.0,,Student,Central,Basic,1
50.0,19090.0,1303.22,694.0,54631.38,3.0,Master,Self-Employed,East,Basic,0
27.0,58034.0,2034.84,,62824.62,4.0,High School,Employed,,Standard,1
44.0,103261.0,218.62,572.0,74468.27,4.0,High School,Employed,West,Standard,0
20.0,13608.0,56.63,,2900.73,7.0,High School,Employed,South,,0
46.0,142892.0,537.32,664.0,47574.74,7.0,High School,Retired,West,Premium,1
,,15.14,643.0,29260.87,5.0,Bachelor,,Central,Premium,0
40.0,16646.0,329.36,558.0,83397.39,8.0,PhD,Employed,West,Basic,0
50.0,66582.0,158.58,586.0,3674.9,7.0,PhD,Employed,Central,Standard,0
21.0,25408.0,320.6,621.0,20699.41,6.0,Bachelor,,South,Standard,0
29.0,34016.0,9.22,700.0,31575.87,4.0,Master,,Central,Basic,0
46.0,26280.0,26.5,652.0,7784.14,5.0,High School,Employed,East,Basic,0
71.0,,8.05,672.0,39541.78,5.0,Master,Employed,North,Standard,0
37.0,,482.65,684.0,74376.84,7.0,High School,,,Basic,1
48.0,28881.0,410.6,648.0,21231.41,3.0,High School,,North,Basic,0
38.0,11506.0,132.74,667.0,75446.87,4.0,Bachelor,Unemployed,South,Basic,0
69.0,56435.0,520.14,638.0,52901.42,7.0,Bachelor,Self-Employed,North,Standard,0
18.0,13842.0,1077.98,767.0,34472.39,8.0,High School,Employed,East,Premium,1
41.0,,162.4,,36880.61,7.0,Master,Employed,East,Basic,1
18.0,94285.0,891.88,796.0,11630.51,9.0,High School,Employed,South,Basic,0
18.0,13945.0,543.11,751.0,24978.1,6.0,,,West,Basic,0
44.0,10000.0,17.2,634.0,73122.44,2.0,Bachelor,,,Premium,0
42.0,59771.0,235.12,634.0,86274.56,5.0,Bachelor,Employed,West,Basic,0
35.0,28478.0,354.39,517.0,26559.82,2.0,Bachelor,Employed,South,Basic,0
38.0,,9945.56,561.0,58866.93,3.0,Bachelor,Employed,Central,Basic,0
,28237.0,169.23,730.0,3472.67,4.0,Master,,South,Premium,0
36.0,43710.0,2029.4,726.0,7740.62,7.0,Bachelor,Retired,West,Basic,0
47.0,19887.0,576.86,,96436.73,4.0,PhD,,East,Premium,1
30.0,118289.0,233.26,755.0,89650.61,5.0,High School,Unemployed,North,Standard,0
44.0,11148.0,51.03,744.0,,5.0,Bachelor,,North,Basic,1
36.0,51839.0,100.06,,82232.8,5.0,Bachelor,,North,Standard,0
33.0,60699.0,334.33,690.0,10250.32,5.0,Master,Unemployed,West,Basic,0
67.0,19777.0,341.3,,82850.43,3.0,Master,,Central,Standard,0
57.0,,729.9,635.0,91350.07,3.0,Bachelor,,East,Standard,0
42.0,81939.0,647.64,599.0,15308.56,3.0,Bachelor,,West,Basic,0
18.0,,112.37,740.0,14723.29,5.0,Bachelor,Self-Employed,Central,Basic,1
34.0,,6252.36,629.0,92657.22,4.0,PhD,Employed,South,Standard,0
80.0,73854.0,10.42,342.0,30143.18,3.0,Master,Employed,West,Basic,0
36.0,37338.0,254.2,699.0,47265.55,5.0,Bachelor,Retired,Central,Basic,1
56.0,10000.0,722.18,565.0,30443.96,7.0,PhD,Self-Employed,East,Standard,0
61.0,,255.0,662.0,74933.6,7.0,Master,Employed,North,Premium,1
43.0,,902.71,782.0,21108.65,4.0,Master,Retired,South,Standard,1
27.0,26312.0,1868.1,818.0,49412.01,2.0,PhD,Unemployed,South,Premium,1
,,467.24,705.0,85046.36,4.0,Bachelor,Employed,North,Basic,0
50.0,59877.0,78.33,755.0,94264.8,6.0,High School,,East,VIP,0
27.0,174361.0,238.76,709.0,35273.57,6.0,Master,Self-Employed,North,Standard,1
,10000.0,4.76,714.0,11397.03,2.0,Other,Unemployed,Central,Basic,0
21.0,70316.0,461.56,723.0,80968.65,,Bachelor,Self-Employed,West,Standard,0
36.0,65802.0,861.78,564.0,11075.03,3.0,Master,Employed,East,Premium,1
40.0,32541.0,497.05,547.0,77928.74,2.0,Bachelor,Employed,Central,,0
44.0,68174.0,771.09,731.0,68898.76,2.0,High School,,North,Basic,0
23.0,76681.0,804.48,,57755.96,4.0,,Self-Employed,East,Standard,1
57.0,12021.0,951.95,662.0,93948.95,,High School,,East,Standard,0
31.0,147239.0,155.08,612.0,32239.32,2.0,PhD,Employed,North,VIP,0
18.0,10435.0,1025.01,621.0,9332.93,5.0,Bachelor,Employed,Central,Basic,0
38.0,14643.0,530.79,,98160.41,8.0,PhD,Student,West,Premium,0
40.0,29453.0,171.05,582.0,44114.78,7.0,High School,Employed,South,Basic,0
42.0,169388.0,2182.87,651.0,43339.1,4.0,Master,Unemployed,South,Standard,0
60.0,28378.0,1499.69,586.0,8952.97,8.0,Bachelor,Self-Employed,West,Standard,0
36.0,35399.0,427.18,,74355.24,10.0,High School,Unemployed,West,Premium,0
38.0,114195.0,926.42,658.0,72011.76,2.0,High School,Employed,South,Basic,0
23.0,28559.0,151.56,709.0,14529.63,4.0,,Employed,South,VIP,1
52.0,14146.0,268.96,565.0,23380.67,6.0,Bachelor,Self-Employed,South,Standard,0
42.0,26009.0,101.65,593.0,1641.45,7.0,Bachelor,Employed,West,Basic,0
33.0,108731.0,367.09,555.0,88972.89,4.0,Bachelor,,Central,Basic,0
18.0,38433.0,342.59,660.0,,,High School,Student,North,Standard,0
61.0,170165.0,119.64,,92704.09,4.0,Master,,Central,Premium,1
,65535.0,558.59,480.0,57116.96,5.0,Bachelor,Employed,North,Standard,1
31.0,21680.0,62.66,621.0,42540.76,4.0,High School,Employed,South,Basic,0
45.0,37830.0,31.84,733.0,783.05,5.0,Bachelor,Employed,West,Standard,0
22.0,18350.0,242.99,742.0,9227.23,5.0,Bachelor,Student,South,Premium,0
18.0,21274.0,263.67,746.0,15868.41,4.0,Master,Employed,Central,VIP,0
18.0,500000.0,,570.0,10569.63,6.0,Master,,North,Premium,0
50.0,82034.0,149.17,555.0,25620.34,7.0,,,East,Basic,1
31.0,72321.0,206.83,598.0,15458.5,6.0,Bachelor,Self-Employed,North,Standard,0
80.0,22058.0,89.19,727.0,66383.37,11.0,Bachelor,Employed,North,Standard,0
25.0,127473.0,258.3,725.0,29703.15,5.0,Bachelor,Employed,West,VIP,1
26.0,87512.0,1174.86,,71829.16,4.0,High School,Self-Employed,North,Basic,0
31.0,163619.0,127.08,739.0,13549.27,6.0,High School,Employed,Central,VIP,1
43.0,157391.0,576.72,698.0,20910.75,4.0,High School,,,Standard,0
32.0,,76.45,,78744.96,2.0,Bachelor,Employed,East,Standard,0
,,218.41,622.0,63407.69,8.0,High School,,North,Basic,0
25.0,16268.0,193.7,548.0,9644.7,8.0,Bachelor,Student,South,Standard,1
19.0,17066.0,1382.54,640.0,95941.7,5.0,High School,,Central,Standard,0
18.0,47040.0,279.29,601.0,76253.45,2.0,Bachelor,,Central,Basic,0
18.0,23076.0,586.34,569.0,55264.54,8.0,Bachelor,,South,Basic,0
32.0,190627.0,461.23,,34291.08,3.0,Bachelor,Employed,West,Premium,1
35.0,,12577.54,769.0,9394.12,4.0,High School,,West,Premium,1
30.0,,1402.89,612.0,35820.18,3.0,Master,Student,West,Standard,0
58.0,173556.0,212.22,776.0,32302.29,4.0,Bachelor,Unemployed,South,Standard,0
58.0,119432.0,22.9,654.0,7837.16,,Bachelor,Employed,West,VIP,1
34.0,25322.0,178.65,631.0,78375.84,4.0,High School,,West,VIP,0
18.0,10000.0,204.46,691.0,41533.56,6.0,Master,,North,VIP,1
31.0,30504.0,48.67,459.0,88951.56,6.0,High School,,South,VIP,0
31.0,,483.76,816.0,15796.33,6.0,Bachelor,Employed,West,Standard,0
30.0,42839.0,212.91,726.0,31757.24,4.0,Master,,Central,Premium,0
29.0,39002.0,495.96,666.0,27903.66,7.0,High School,,West,Standard,0
30.0,,3.38,715.0,86516.15,12.0,Master,Retired,North,Premium,1
34.0,,2010.04,654.0,50773.35,7.0,High School,Employed,South,Premium,0
30.0,,93.48,601.0,14182.19,4.0,Other,Employed,West,Standard,0
43.0,50467.0,,648.0,35744.68,4.0,Bachelor,Employed,North,Basic,1
45.0,25547.0,629.01,616.0,94318.25,7.0,Bachelor,Unemployed,West,Premium,0
26.0,42616.0,94.13,578.0,55148.73,9.0,High School,,East,VIP,0
59.0,78114.0,59.23,618.0,3673.36,8.0,Bachelor,Retired,West,Premium,1
25.0,13636.0,82.78,,5784.5,5.0,Master,Employed,West,Basic,0
18.0,,141.72,678.0,23568.07,,High School,Employed,East,Premium,0
,33030.0,,762.0,,3.0,Bachelor,Retired,South,Standard,0
27.0,24066.0,560.43,625.0,24526.07,4.0,Bachelor,,West,Premium,0
44.0,,273.08,593.0,85011.46,4.0,Other,,South,Basic,1
18.0,,385.87,549.0,62942.19,6.0,Other,Employed,North,Premium,1
60.0,23287.0,24.25,,30073.06,6.0,Master,Employed,Central,VIP,0
50.0,20579.0,987.54,766.0,39393.47,3.0,PhD,,South,Standard,1
18.0,86998.0,93.51,618.0,37525.77,6.0,Master,,West,Standard,1
18.0,24490.0,223.26,604.0,31418.38,4.0,High School,Self-Employed,North,Premium,0
65.0,52472.0,37.31,719.0,62988.63,6.0,,Employed,North,Basic,1
28.0,176409.0,73.55,564.0,20167.42,5.0,Master,,Central,Premium,0
27.0,34205.0,548.01,779.0,29211.01,6.0,High School,Employed,East,Premium,1
18.0,,589.78,643.0,8523.64,8.0,Master,,North,Standard,1
34.0,138286.0,565.0,680.0,37603.66,3.0,Bachelor,Student,West,Standard,0
36.0,82599.0,401.63,653.0,6438.45,4.0,Master,Retired,Central,Premium,1
50.0,35830.0,1523.74,449.0,1790.55,6.0,,Unemployed,West,Basic,0
19.0,60699.0,353.8,644.0,64597.97,7.0,High School,Self-Employed,East,Basic,1
18.0,12966.0,298.38,619.0,16245.49,6.0,Bachelor,Student,West,Basic,0
,19457.0,142.21,681.0,3519.77,6.0,High School,,East,Basic,0
55.0,22387.0,52.04,741.0,6833.33,5.0,Master,Retired,Central,Standard,0
18.0,218052.0,397.21,689.0,19921.04,3.0,,Unemployed,West,Basic,0
56.0,,189.09,596.0,72088.1,8.0,Bachelor,,South,Premium,0
40.0,18732.0,371.2,,1186.23,7.0,High School,Self-Employed,West,Standard,0
56.0,15754.0,115.41,653.0,72652.0,6.0,Bachelor,Self-Employed,South,Standard,0
38.0,,910.61,752.0,59705.82,4.0,Bachelor,Employed,South,Standard,1
18.0,40704.0,,720.0,51390.93,4.0,Bachelor,Unemployed,West,Standard,0
37.0,86630.0,194.6,570.0,90928.34,7.0,PhD,,South,Basic,1
55.0,62131.0,923.62,734.0,82958.77,3.0,High School,,North,Standard,1
26.0,12036.0,1031.73,719.0,41877.05,5.0,Bachelor,Employed,,Basic,0
34.0,19037.0,2770.04,656.0,670.03,5.0,High School,Retired,West,Basic,0
37.0,108256.0,209.82,614.0,71057.64,6.0,High School,Employed,North,Standard,0
18.0,30864.0,705.38,715.0,4772.61,6.0,Bachelor,Employed,South,Premium,0
65.0,93908.0,129.91,729.0,27805.39,6.0,Master,Retired,Central,Standard,1
26.0,32217.0,490.14,617.0,49303.45,7.0,Master,,West,Premium,1
47.0,16745.0,610.12,698.0,9934.12,7.0,Bachelor,Employed,East,Standard,0
38.0,28492.0,675.7,623.0,67927.16,11.0,Bachelor,Employed,North,Basic,0
58.0,16740.0,116.07,606.0,32136.9,4.0,,,North,Standard,0
46.0,23099.0,944.33,,36166.07,8.0,Bachelor,Unemployed,South,Basic,0
36.0,42648.0,273.2,713.0,64832.48,5.0,Bachelor,Self-Employed,North,Premium,0
26.0,54681.0,121.91,691.0,39824.19,3.0,High School,Unemployed,,Standard,0
51.0,10176.0,391.02,638.0,22456.97,3.0,Master,Unemployed,Central,Standard,0
18.0,35814.0,995.19,558.0,17675.81,6.0,,,North,Standard,1
49.0,,1706.96,625.0,72404.19,8.0,High School,Employed,West,Standard,0
23.0,,689.58,679.0,75058.49,6.0,Bachelor,Self-Employed,Central,Basic,0
58.0,40382.0,2.82,822.0,19570.02,2.0,High School,Unemployed,North,Basic,1
42.0,23380.0,72.34,572.0,31900.65,7.0,Bachelor,,East,Standard,0
49.0,109722.0,39.67,640.0,95660.81,10.0,High School,Student,West,Standard,0
41.0,93943.0,53.36,637.0,98422.93,5.0,Master,Employed,South,Standard,1
18.0,93476.0,241.47,470.0,58530.79,3.0,Master,Unemployed,South,Standard,1
27.0,24442.0,206.62,602.0,75694.56,2.0,Master,,Central,Standard,0
50.0,16814.0,60.34,554.0,74825.32,3.0,,Employed,West,Basic,0
42.0,38778.0,1069.53,617.0,39556.15,3.0,High School,Employed,Central,Basic,0
57.0,,477.81,770.0,4842.88,2.0,Bachelor,Employed,West,Basic,1
46.0,22313.0,795.95,702.0,74070.39,3.0,High School,Employed,North,Basic,1
25.0,14177.0,,663.0,13577.34,3.0,Bachelor,Employed,North,Premium,0
28.0,,264.02,805.0,29049.84,5.0,Master,Student,West,VIP,0
41.0,26284.0,191.09,762.0,31554.35,7.0,Bachelor,Retired,Central,Basic,0
18.0,62986.0,288.51,585.0,34909.21,5.0,Bachelor,Self-Employed,West,Standard,0
65.0,61826.0,,503.0,46568.19,6.0,Master,,North,Basic,0
,87609.0,339.61,464.0,50161.07,2.0,High School,Employed,South,Basic,0
58.0,13260.0,909.82,579.0,48352.39,1.0,Master,,North,Basic,0
,50053.0,1151.99,,16285.08,4.0,Other,Employed,East,Basic,0
58.0,20292.0,317.14,773.0,64880.29,8.0,Other,Employed,Central,Premium,0
73.0,13679.0,137.05,746.0,79022.55,3.0,High School,Unemployed,Central,Basic,1
,25773.0,1451.96,723.0,46174.08,5.0,Bachelor,Retired,Central,Premium,0
51.0,85388.0,664.09,609.0,83831.97,4.0,High School,Employed,East,Standard,0
,,511.0,634.0,44425.68,4.0,High School,,Central,Standard,0
18.0,127053.0,684.06,617.0,56831.89,4.0,Bachelor,Self-Employed,East,Standard,0
47.0,56336.0,39.51,826.0,6954.98,4.0,Bachelor,Student,South,Standard,1
52.0,26495.0,35.01,599.0,14684.57,6.0,High School,Student,North,Premium,0
30.0,,83.1,586.0,76733.32,6.0,Bachelor,,North,Standard,0
57.0,51860.0,79.76,695.0,24917.84,1.0,High School,,North,Standard,1
18.0,17222.0,272.94,572.0,9377.65,2.0,Bachelor,Retired,East,Basic,0
18.0,160659.0,85.63,694.0,,10.0,Bachelor,Student,North,Standard,1
42.0,44693.0,963.88,673.0,9439.2,5.0,Bachelor,,South,Standard,0
40.0,36865.0,431.49,590.0,68407.4,2.0,High School,Employed,West,VIP,0
29.0,18316.0,229.64,622.0,68917.46,8.0,Bachelor,,South,Basic,0
52.0,93305.0,8607.65,582.0,45305.79,3.0,High School,Employed,North,Basic,0
47.0,54930.0,447.05,731.0,68576.7,5.0,High School,Employed,Central,VIP,1
52.0,60077.0,,638.0,79937.38,7.0,,Employed,West,Standard,1
38.0,,,632.0,19767.53,5.0,Bachelor,Unemployed,West,Basic,0
49.0,,811.66,714.0,64953.32,6.0,PhD,Employed,West,Basic,0
33.0,75316.0,392.61,704.0,69234.73,4.0,Bachelor,,Central,VIP,1
70.0,21268.0,81.03,,19445.13,7.0,High School,,West,Standard,0
27.0,11689.0,772.91,733.0,72687.66,9.0,,Self-Employed,East,Standard,1
,57820.0,183.96,637.0,71954.65,4.0,Other,Employed,Central,Basic,1
40.0,10314.0,125.93,578.0,15725.26,3.0,Bachelor,Self-Employed,East,Basic,0
19.0,41011.0,,661.0,31742.76,6.0,Master,Employed,Central,Premium,0
60.0,25392.0,1279.68,647.0,94115.24,9.0,High School,Employed,North,Standard,0
41.0,96271.0,176.46,764.0,7114.35,7.0,High School,Employed,West,Standard,1
52.0,,1179.99,628.0,22894.68,6.0,High School,Employed,Central,Standard,0
58.0,,27.57,777.0,57880.07,1.0,Bachelor,,East,Basic,0
45.0,24067.0,43.61,552.0,96870.08,5.0,High School,Retired,South,Standard,0
31.0,80821.0,599.59,631.0,25714.49,5.0,Master,Employed,West,Standard,1
54.0,188767.0,105.73,624.0,81678.1,,High School,,East,Premium,1
40.0,15453.0,190.35,624.0,36735.42,3.0,Other,Employed,South,Standard,0
50.0,45872.0,73.31,740.0,35248.6,4.0,Bachelor,Employed,Central,Standard,1
18.0,327428.0,201.92,,99605.69,6.0,Bachelor,Employed,West,Standard,0
46.0,38302.0,164.57,729.0,81721.71,7.0,Other,Self-Employed,South,Premium,1
30.0,38155.0,666.54,643.0,24852.87,5.0,Master,,East,Standard,0
64.0,68240.0,605.37,642.0,18565.21,8.0,High School,,South,VIP,0
49.0,37528.0,1549.74,,8408.09,4.0,Master,,Central,Basic,0
43.0,10000.0,644.44,750.0,48270.15,3.0,Bachelor,Self-Employed,Central,Premium,1
47.0,,593.42,772.0,33450.9,4.0,High School,,Central,Basic,0
